jobTitle,position,minBudget,maxBudget,location,description,jobType,skills,recruiter,client,minExp,maxExp,noticePeriod,status,jobId,vacancies,priority,workType,preprocessed_description,preprocessed_skills,combined_text
L3 Network Engineer,L3 Network Engineer,14.0,15.0,{Bangalore},"1. Working Knowledge in Cisco (Routing and Switching, Security) 2. Troubleshooting the tickets with relevant tools (Wireshark, Packet tracer, Solar Winds, etc.) 3. Responsible for the day-to-day running of the operations within each regional Network Operations Centre. 4. Responsible for tracking daily incidents and handling escalations and end to end follow up of incidents.  Skill Set: · Cisco hands on Experience &amp; · Security – ASA or Palo Alto Firewall or FortiGate · Troubleshooting knowledge in Cisco · Experience on SD-WAN · EIGRP and BGP Knowledge.",Permanent,"{""L3 Network Engineer"",Routing,Switching,Ciso,""ASA Firewall""}",sG585763,CINE2222,7.0,8.0,15-30 days,Active,JDLN3838,1.0,High,Work from Office,work knowledge cisco route switching security troubleshoot ticket relevant tool wireshark packet tracer solar wind etc responsible day day running operation within regional network operation centre responsible track daily incident handle escalation end end follow incident skill set cisco hand experience amp security asa palo alto firewall fortigate troubleshoot knowledge cisco experience sd wan eigrp bgp knowledge,network switch firewall,work knowledge cisco route switching security troubleshoot ticket relevant tool wireshark packet tracer solar wind etc responsible day day running operation within regional network operation centre responsible track daily incident handle escalation end end follow incident skill set cisco hand experience amp security asa palo alto firewall fortigate troubleshoot knowledge cisco experience sd wan eigrp bgp knowledge network switch firewall
L2 Production Support,L2 Production Support,15.0,22.0,"{""Pan India""}","Should have experience in Pl Sql , Sql , unix shell scripting ",Permanent,"{""Pl Sql"","" Sql "",""unix shell scripting""}",PC138515,CIQC2196,4.0,8.0,45-60 days,Active,JDLP3916,1.0,High,Work from Office,experience pl sql sql unix shell scripting,pl sql sql unix shell scripting,experience pl sql sql unix shell scripting pl sql sql unix shell scripting
Lead RPA L1 Support,Lead RPA L1 Support,12.0,14.0,{Bangalore},"•    Collaborate with development team members to ensure proper implementation and integration of the solutions.
•    Deploy RPA components including bots, robots, development tools, code repositories and logging tools – Work with Development team.
•    Create process and end-user/ support team documentation.
•    Maintain current knowledge of relevant technologies and business processes.
•    Support deployments or troubleshoot production issues outside of work hours and participate in an on-call rotation as-needed.
•    Monitors the changes that happen after implementing and the bot process runs (daily basis).
•    Manage team working on the RPA projects are in sync.
•    Strong Problem-Solving, Bug fixes and Analytical Skills.
•    Should be able to Prioritize and manage Multiple Portfolios.
•    Self-motivated, able to work independently, and able to take initiative without always being directed

Mandates:
•    Experience with one or more RPA technologies including UiPath tool.
•    Programming (including scripting /coding), JavaScript, HTML, SQL and relational databases, and application development.",Permanent,"{""RPA IMPLEMENTATION"","" RPA TOOLS"","" SQL"","" DATABASE"","" HTML"","" IMPLEMENTATION"","" OPERATING SYSTEMS"","" REPORTING"","" JAVASCRIPT""}",PC138515,CICS9111,6.0,7.0,15-30 days,Active,JDLR4910,1.0,High,Work from Office,collaborate development team member ensure proper implementation integration solution deploy rpa component include bot robot development tool code repository log tool work development team create process end support team documentation maintain current knowledge relevant technology business process support deployment troubleshoot production issue outside work hour participate call rotation need monitor change happen implement bot process run daily basis manage team work rpa project sync strong problem solving bug fix analytical skill able prioritize manage multiple portfolio self motivate able work independently able take initiative without always direct mandate experience one rpa technology include uipath tool programming include script javascript html sql relational database application development,rpa implementation rpa tool sql database html implementation operating system report javascript,collaborate development team member ensure proper implementation integration solution deploy rpa component include bot robot development tool code repository log tool work development team create process end support team documentation maintain current knowledge relevant technology business process support deployment troubleshoot production issue outside work hour participate call rotation need monitor change happen implement bot process run daily basis manage team work rpa project sync strong problem solving bug fix analytical skill able prioritize manage multiple portfolio self motivate able work independently able take initiative without always direct mandate experience one rpa technology include uipath tool programming include script javascript html sql relational database application development rpa implementation rpa tool sql database html implementation operating system report javascript
Manager / Senior Manager– Pre Sales & Solutions,Manager/Senior Manager– Pre Sa,130000.0,1500000.0,{Chennai},"Summary  Understand the requirement of the customer and design solutions for customers. Coordinate with the engineering team for designing solutions from a product, solution and interface standpoint. Create collaterals for solutions and present to the clients. Create responses for RFP/RFQ in coordination with the engineering, sales and finance team. Plan and conduct pilots in case of customer requirements prior to sales closure. Interface with Delivery and Business Planning for pilots. Share feedback on pilots to the Delivery and Business Planning team and customer. Work with the Lead generation Team and Lead generation activities.  Requirements  At least 10 to 12 years’ experience in solutions development. Good experience in handling RFP and RFQ. Good communication skills to be able to interact with the customer during solution development / pilots. Solutions and Pilots to be delivered like a Project Plan – Hence knowledge of creating a project plan and project delivery essential. Eng",Permanent,"{""solutions development"",""Pre Sales ""}",DB413862,CINE2222,8.0,12.0,0-15 days,Active,JDM/3961,2.0,High,Work from Office,summary understand requirement customer design solution customer coordinate engineering team design solution product solution interface standpoint create collateral solution present client create response rfp rfq coordination engineering sale finance team plan conduct pilot case customer requirement prior sale closure interface delivery business planning pilot share feedback pilot delivery business planning team customer work lead generation team lead generation activity requirement least year experience solution development good experience handle rfp rfq good communication skill able interact customer solution development pilot solution pilot deliver like project plan hence knowledge create project plan project delivery essential eng,solution sale,summary understand requirement customer design solution customer coordinate engineering team design solution product solution interface standpoint create collateral solution present client create response rfp rfq coordination engineering sale finance team plan conduct pilot case customer requirement prior sale closure interface delivery business planning pilot share feedback pilot delivery business planning team customer work lead generation team lead generation activity requirement least year experience solution development good experience handle rfp rfq good communication skill able interact customer solution development pilot solution pilot deliver like project plan hence knowledge create project plan project delivery essential eng solution sale
Manager  Human Resources,Manager  Human Resources,1000000.0,1200000.0,{Mumbai},"Job Description:

Role : Manager ( Human Resources)

Location : Mumbai

Shift Timings: Rotational

Management skills:

- Team Management

- Data Management

Stake Holder Management

Total Experience: >8– 12 Yrs

Relevant Experience: > 6- 8 Yrs

Education requirement: Graduate/ MBA/PGDM - HR/Industrial Relations from a reputed institute preferred.

Other skills:

8 -12 years of industry experience

Excellent verbal and written communication skills

Roles and responsibilities:

Manpower Planning:

-Employee headcount forecasting in line with Business Growth Plan, Attrition run rate and bench strength.

-Develop financial strategies by estimating forecasting and anticipating requirements, trends and variances; aligning monetary resources, developing action plans.

-Implementing human resource strategies by establishing department accountabilities, including Talent Acquisition, Staffing, employment processing, compensation, Health and Welfare Benefits, Training and Development, HRIS, Succession Planning, Employee Relations and Retention and Labour Relations.

Organization structuring :

- Managing manpower ratios and defining career paths
- Facilitate multiskilling, Job rotation and leadership development
- Performance Management and Career Planning
- Drive organizational and individual level G&O setting in line with the overall business strategy
- Lead Performance management programs and initiatives
- Manage Talent potential and criticality reviews and develop skill repositories
- Establish Reward and Recognition guidelines and tools. Ensure optimal utilization linked to Performance enhancement
- Design and deploy Incentive structures, Performance and retention linked outcomes, and career progression based on performance and potential assessment.

- Work with Business/Function Heads in execution of HR business plan/strategy; embed change into the working practices and organization culture so as to build a performance oriented organization.

Audit and Compliances:

- Support HR information security audit and compliance to DPA aligned to ISO27001
- Facilitate and ensure compliance to various labour laws and their inspection by external authorities
- Facilitate BCP and DR practices from an HR standpoint

Talent Engagement:

- Develop, implement and manage People Policies and guidelines as per the requirements
- Ensure availability of a working Grievance Redressal mechanism for employees and report on efficacy and operational effectiveness of same

- Employee satisfaction surveys and action planning
- Facilitate employee self-service tools .Consult and collaborate with business partners, Compliance and Legal teams on complex employee issues.

Lead employee retention initiatives - Attrition management
- Drive HR initiatives for collective fun programs, social responsibility, event celebrations etc.

HR Review and Reporting:

- Business level periodic reporting of various HR metrics including headcount, attrition analysis, compensation variances, ESS score cards etc.
- Reporting of key HR metrics at the Org/Board level (as needed)
- Participate in HR reviews by the business
- Review, benchmark and implement best practices from the industry

HR Integration :

- Lead integration of Key HR areas with the HR set up of acquired entities as directed by Head-HR
- Manage and suggest HR initiatives at business/ corporate level seamlessly across domestic and international entities.- Accomplish special project results by clarifying issues and priorities; Communicating and coordinating requirements; expediting fulfillment; evaluating endeavors, courses of action, changing assumptions and direction.

Lead Projects and drive change management effectively.

Technical skills:

- Should have excellent organizing, planning and analytical skills

- Should be proficient in MS Office Excel, Power Point, Word

- Thorough understanding of HR function.

- Ability/Sensitivity to manage criticality of issues.

Notice period : 0 to 30 days.",Permanent,"{""Team Management"",""Data Management"",""Stake Holder Management""}",DB413862,CIMT7642,8.0,13.0,15-30 days,active,JDM4014,2.0,High,Work from Office,job description role manager human resource location mumbai shift timing rotational management skill team management data management stake holder management total experience yrs relevant experience yrs education requirement mba pgdm hr industrial relation reputed institute prefer skill year industry experience excellent verbal write communication skill role responsibility manpower planning headcount forecasting line business growth plan attrition run rate bench strength financial strategy estimate forecasting anticipating requirement trend variance align monetary resource develop action plan human resource strategy establish department accountability include talent acquisition staffing employment processing compensation health welfare benefit training development hris succession planning employee relation retention labour relation organization structure manage manpower ratio define career path facilitate multiskilling job rotation leadership development performance management career planning drive organizational individual level set line overall business strategy lead performance management program initiative manage talent potential criticality review develop skill repository establish reward recognition guideline tool ensure optimal utilization link performance enhancement design deploy incentive structure performance retention link outcome career progression base performance potential assessment work business function head execution hr business plan strategy embed change work practice organization culture build performance orient organization audit compliance support hr information security audit compliance dpa align facilitate ensure compliance various labour law inspection external authority facilitate bcp dr practice hr standpoint talent engagement develop implement manage people policy guideline per requirement ensure availability work grievance redressal mechanism employee report efficacy operational effectiveness employee satisfaction survey action planning facilitate employee self service tool collaborate business partner compliance legal team complex employee issue lead employee retention initiative attrition management drive hr initiative collective fun program social responsibility event celebration etc hr review reporting business level periodic reporting various hr metric include headcount attrition analysis compensation variance ess score card etc reporting key hr metric org board level need participate hr review business review benchmark implement good practice industry hr integration lead integration key hr area hr set acquire entity direct head hr manage suggest hr initiative corporate level seamlessly across domestic international accomplish special project result clarify issue priority communicating coordinate requirement expedite fulfillment evaluate endeavor course action change assumption direction lead project drive change management effectively technical skill excellent organizing planning analytical skill proficient ms office excel power point word thorough understanding hr function ability sensitivity manage criticality issue notice period day,team holder management,job description role manager human resource location mumbai shift timing rotational management skill team management data management stake holder management total experience yrs relevant experience yrs education requirement mba pgdm hr industrial relation reputed institute prefer skill year industry experience excellent verbal write communication skill role responsibility manpower planning headcount forecasting line business growth plan attrition run rate bench strength financial strategy estimate forecasting anticipating requirement trend variance align monetary resource develop action plan human resource strategy establish department accountability include talent acquisition staffing employment processing compensation health welfare benefit training development hris succession planning employee relation retention labour relation organization structure manage manpower ratio define career path facilitate multiskilling job rotation leadership development performance management career planning drive organizational individual level set line overall business strategy lead performance management program initiative manage talent potential criticality review develop skill repository establish reward recognition guideline tool ensure optimal utilization link performance enhancement design deploy incentive structure performance retention link outcome career progression base performance potential assessment work business function head execution hr business plan strategy embed change work practice organization culture build performance orient organization audit compliance support hr information security audit compliance dpa align facilitate ensure compliance various labour law inspection external authority facilitate bcp dr practice hr standpoint talent engagement develop implement manage people policy guideline per requirement ensure availability work grievance redressal mechanism employee report efficacy operational effectiveness employee satisfaction survey action planning facilitate employee self service tool collaborate business partner compliance legal team complex employee issue lead employee retention initiative attrition management drive hr initiative collective fun program social responsibility event celebration etc hr review reporting business level periodic reporting various hr metric include headcount attrition analysis compensation variance ess score card etc reporting key hr metric org board level need participate hr review business review benchmark implement good practice industry hr integration lead integration key hr area hr set acquire entity direct head hr manage suggest hr initiative corporate level seamlessly across domestic international accomplish special project result clarify issue priority communicating coordinate requirement expedite fulfillment evaluate endeavor course action change assumption direction lead project drive change management effectively technical skill excellent organizing planning analytical skill proficient ms office excel power point word thorough understanding hr function ability sensitivity manage criticality issue notice period day team holder management
Marketo,MarketoImplementation,14.0,15.0,{ChennaiMumbaiPune},"Work with rest of the Innovation team including architects, BAs to understand the
business requirements and scope of work.
Work in tandem with cross-functional technology teams to integrate solutions
Rapidly prototype potential integration approaches with products and solutions
across Adobe, Microsoft and other digital marketing tools and platforms
Create technical &amp; operational documentation for the software or system
Provide demos to the rest of the Innovation team and business stakeholders",Permanent,"{""Marketo Configuration"",""Email marketing"",""Smart campaigns"",""Custom objects""}",Achyuth,CIHW9344,5.0,8.0,15-30 days,Active,JDMA8965,2.0,select,Work from Office,work rest innovation team include architect bas understand business requirement scope work work tandem cross functional technology team integrate solution rapidly prototype potential integration approach product solution across adobe microsoft digital marketing tool platform create technical amp operational documentation software system provide demos rest innovation team business stakeholder,marketo object,work rest innovation team include architect bas understand business requirement scope work work tandem cross functional technology team integrate solution rapidly prototype potential integration approach product solution across adobe microsoft digital marketing tool platform create technical amp operational documentation software system provide demos rest innovation team business stakeholder marketo object
Magento developer,development,6.0,7.0,"{""Remote ""}","Role and Responsibilities
Passionate about adding value and giving customers a delightful experience through technical competence.
Managing development processes &amp; working notes
Generating error-free code and compliance of SOW
Guiding team members, supervising their work and helping them grow in technical skills
Managing client communication for projects assigned
Be active part in technical revolution and technical transformation in company
Handle queries and technical issues of clients
Doing impact analysis
Be flexible to manage projects on varied technologies
Reporting on project activities and ensuring timely completion of projects
Qualifications and Skills
Proven work experience of more than 1-3 years
Should have a robust and proven background in object-oriented programming using PHP.
Highly focused individual who is passionate about technology and make stuff work
Logical &amp; reasoning ability
Excellent communication skills
Confident, self-motivated individuals, who work well in team environments
Understanding of Magento framework / architecture Module creation
JavaScript jQuery, Prototype, JSON Git / Version Control Branching and merging workflows. Working with remotes, git-flow Skills
PHP OOP, MVC and ORM jQuery Laravel, Codeigniter, YII, Zend, Symfony JavaScript
and its libraries/frameworks MySQL HTML and CSS core understanding Magento (minimum of 6 months experience)",Permanent,"{Javascript,PHP,Magento,jQuery}",sG585763,CIMY4030,2.0,5.0,15-30 days,Active,JDMD3902,1.0,Medium,Work from Home,role responsibility passionate add value give customer delightful experience technical competence manage development process amp work note generate error free code compliance sow guide team member supervise work help grow technical skill manage client communication project assign active part technical revolution technical transformation company handle query technical issue client impact analysis flexible manage project varied technology report project activity ensure timely completion project qualification skill prove work experience year robust prove background object orient programming use php highly focused individual passionate technology make stuff work logical amp reasoning ability excellent communication skill confident self motivate individual work well team environment understanding magento framework architecture module creation javascript jquery prototype json git version control branch merge workflow work remote git flow skill php oop mvc orm jquery laravel codeigniter yii zend symfony javascript library framework mysql html css core understand magento minimum month experience,javascript php magento jquery,role responsibility passionate add value give customer delightful experience technical competence manage development process amp work note generate error free code compliance sow guide team member supervise work help grow technical skill manage client communication project assign active part technical revolution technical transformation company handle query technical issue client impact analysis flexible manage project varied technology report project activity ensure timely completion project qualification skill prove work experience year robust prove background object orient programming use php highly focused individual passionate technology make stuff work logical amp reasoning ability excellent communication skill confident self motivate individual work well team environment understanding magento framework architecture module creation javascript jquery prototype json git version control branch merge workflow work remote git flow skill php oop mvc orm jquery laravel codeigniter yii zend symfony javascript library framework mysql html css core understand magento minimum month experience javascript php magento jquery
Magento Developer,Magento Developer,700000.0,1000000.0,"{""Hyderabad ""}","

Magento Developer

Organisation Name: Musquare Technologies
Location: Remote / Hyderabad
CTC: 7 - 10 Lakhs
NP: 0 -15 Days 
Exp - 2 - 4 years

Magento Developer Responsibilities:

Meeting with the design team to discuss the needs of the company.
Building and configuring Magento 1x and 2x eCommerce websites.
Coding of the Magento templates.
Developing Magento modules in PHP using best practices.
Designing themes and interfaces.
Setting performance tasks and goals.
Troubleshooting integration issues.
Updating website features and security patches.

Magento Developer Requirements:

Bachelor’s degree in computer science or related field.
Advanced knowledge of Magento, JavaScript, HTML, PHP, CSS, and MySQL.
Experience with complete eCommerce lifecycle development.
Understanding of modern UI/UX trends.
Knowledge of Google Tag Manager, SEO, Google Analytics, PPC, and A/B Testing.
Good working knowledge of Adobe Photoshop and Adobe Illustrator.
Strong attention to detail.
Abili",Permanent,"{Magent,HTML,CSS,PHP}",Venkata Sai Rohith,CIAS8119,2.0,3.0,0-15 days,Active,JDMD6654,2.0,High,Work from Home,magento developer organisation name musquare technology location remote hyderabad ctc lakh np day exp year magento developer responsibility meet design team discuss need company building configure magento ecommerce website code magento template develop magento module php use good practice design theme interface set performance task goal troubleshooting integration issue update website feature security patch magento developer requirement bachelor degree computer science related field advanced knowledge magento javascript html php css mysql experience complete ecommerce lifecycle development understanding modern ui ux trend knowledge google tag manager seo google analytic ppc b testing good work knowledge adobe photoshop adobe illustrator strong attention detail abili,magent html css php,magento developer organisation name musquare technology location remote hyderabad ctc lakh np day exp year magento developer responsibility meet design team discuss need company building configure magento ecommerce website code magento template develop magento module php use good practice design theme interface set performance task goal troubleshooting integration issue update website feature security patch magento developer requirement bachelor degree computer science related field advanced knowledge magento javascript html php css mysql experience complete ecommerce lifecycle development understanding modern ui ux trend knowledge google tag manager seo google analytic ppc b testing good work knowledge adobe photoshop adobe illustrator strong attention detail abili magent html css php
Master Data Analysis - Sr Associate,Master Data Analysis - Sr Asso,300000.0,800000.0,{Bengaluru},Analyse and review data of new customer to assign and credit terms.  •             Follow up with re,Permanent,"{""order to cash"",""O2C Cash Apps""}",DB413862,CICS9111,3.0,6.0,0-15 days,inActive,JDMD9035,2.0,High,Work from Office,analyse review datum new customer assign credit term follow,order cash app,analyse review datum new customer assign credit term follow order cash app
Material Engineer,Material Engineer,300000.0,1000000.0,{Hyderabad},"Experience in Item identification, material cataloging, populating technical details from all the resource, Item Duplicate analysis, Bill of Material Build, SPIR/SPIL review and creation, codification knowledge in MESC & UNSPSC. Exp : 02 to 05 Years",Permanent,"{""material cataloging"",""Item identification"",""Bill of Material Build"",""codification knowledge in MESC & UNSPSC""}",DB413862,CIHI7757,2.0,5.0,15-30 days,Active,JDME5056,2.0,High,Work from Office,experience item identification material cataloging populate technical detail resource item duplicate analysis bill material build spir spil review creation codification knowledge mesc unspsc exp year,material material knowledge mesc unspsc,experience item identification material cataloging populate technical detail resource item duplicate analysis bill material build spir spil review creation codification knowledge mesc unspsc exp year material material knowledge mesc unspsc
MAC SME,MAC SME,13.0,15.0,{Bangalore},"Must have MacOs solution design experience Candidate should have Apple Certified Macintosh Technician (ACMT) , Apple Certified Support Professional (ACSP), or ACP certified or equivalent Designing a system and produce HLD, LLD, tech note Excellent knowledge in mobility infrastructure concepts and hands on experience in end-to-end design and deployment of enterprise mobility management solutions (MDM, MAM, MCM, BYOD, mobile security) like Airwatch / Workspace One, Intune etc.and have good understanding of mobile OSs like Apple iOS, Android, Blackberry etc. as well as Windows. Must have good knowledge on Unix with respect to Mac OS Should have Hands on experience on Workspace One tools.",Permanent,{MacOS},PC138515,CINE2222,5.0,8.0,15-30 days,Active,JDMS1389,1.0,High,Hybrid,must macos solution design experience candidate apple certify macintosh technician acmt apple certify support professional acsp acp certify equivalent design system produce hld lld tech note excellent knowledge mobility infrastructure concept hand experience end end design deployment enterprise mobility management solution mdm mam mcm byod mobile security like airwatch workspace one intune good understanding mobile oss like apple io android blackberry etc well window must good knowledge unix respect mac os hand experience workspace one tool,macos,must macos solution design experience candidate apple certify macintosh technician acmt apple certify support professional acsp acp certify equivalent design system produce hld lld tech note excellent knowledge mobility infrastructure concept hand experience end end design deployment enterprise mobility management solution mdm mam mcm byod mobile security like airwatch workspace one intune good understanding mobile oss like apple io android blackberry etc well window must good knowledge unix respect mac os hand experience workspace one tool macos
Network Admin,development,9.0,10.0,"{""Navi Mumbai""}","Good Experience in Networking platform with different vendors
- Thorough with Lan and Wan technologies
- 5 minimum years of hand on core experience (role - Network Administrator)
- Hands on experience with dell/cisco/hp aruba and meraki platfom switches is must
- Knowledge and hands on experience with Sonicwall, Cisco ASA/Meraki MX and Fortigate firewalls is must
- Knowledge and hands on experience with Cisco wireless (controller based), Mobility express, Cloud controllers, standalone environment is must and should be familiar with other wireless technologies.
- Understanding of Routing, MPLS and Switching knowledge is must
- Good knowledge of Network Monitoring Systems tools
- Good knowledge of Network reporting tools
- Knowledge of Routing protocols, VLAN, VPN and security
- Experience and knowledge on content filtering solutions (website filtering)
- Good knowledge on wireless technology.
- Experience in tools such as Visio, Wireshark, tftpd64, kiwi syslog
- Experienced with implementation projects, client and remote team co-ordination",Permanent,"{CCNA,""Network admin""}",sG585763,CIMY4030,5.0,6.0,15-30 days,Active,JDNA1388,1.0,Medium,Work from Office,good experience network platform different vendor thorough lan wan technology minimum year hand core experience role network administrator hand experience dell cisco hp aruba meraki platfom switch must knowledge hand experience sonicwall cisco asa meraki mx fortigate firewall must knowledge hand experience cisco wireless controller base mobility express cloud controller standalone environment must familiar wireless technology understanding routing mpls switch knowledge must good knowledge network monitoring system tool good knowledge network reporting tool knowledge route protocol vlan vpn security experience knowledge content filtering solution website filtering good knowledge wireless technology experience tool visio wireshark kiwi syslog experience implementation project client remote team co ordination,admin,good experience network platform different vendor thorough lan wan technology minimum year hand core experience role network administrator hand experience dell cisco hp aruba meraki platfom switch must knowledge hand experience sonicwall cisco asa meraki mx fortigate firewall must knowledge hand experience cisco wireless controller base mobility express cloud controller standalone environment must familiar wireless technology understanding routing mpls switch knowledge must good knowledge network monitoring system tool good knowledge network reporting tool knowledge route protocol vlan vpn security experience knowledge content filtering solution website filtering good knowledge wireless technology experience tool visio wireshark kiwi syslog experience implementation project client remote team co ordination admin
NodeJS Developer,NodeJS Developer,400000.0,1000000.0,{Hyderabad},"At least two years' experience as a Node.js developer. 
Extensive knowledge of JavaScript, web stacks, libraries, and frameworks. 
Knowledge of front-end technologies such as HTML5 and CSS3.
",Permanent,{NodeJS},PC138515,CIDS9211,2.0,4.0,15-30 days,active,JDND1457,1.0,High,Work from Office,least two year experience developer extensive knowledge javascript web stack library framework knowledge front end technology,nodejs,least two year experience developer extensive knowledge javascript web stack library framework knowledge front end technology nodejs
Nodejs developer,SoftwareEngineer,12.0,15.0,{hyderabad},"At least two years' experience as a Node.js developer.
Extensive knowledge of JavaScript, web stacks, libraries, and frameworks.
Writing AWS lambda functions using node.js
Knowledge of front-end technologies such as HTML5 and CSS3.",Permanent,"{SQL,nodejs,javascript,mongodb,reactjs}",sarojini,CIQS2375,48.0,60.0,Immediate,Active,JDND1921,2.0,High,Hybrid,least two year experience developer extensive knowledge javascript web stack library framework write aw lambda function use knowledge front end technology,sql nodejs javascript mongodb reactjs,least two year experience developer extensive knowledge javascript web stack library framework write aw lambda function use knowledge front end technology sql nodejs javascript mongodb reactjs
Netsuite Developer,NetsuiteDeveloper,400000.0,1000000.0,{bangalore},"Any Bachelor's degree.
 Significant experience in NetSuite application systems consulting for a Software Vendor
 Should have previous experience of implementing NetSuite system around P2P, O2P and Record
Complete program has to be construct and destroy,
Should be completely into technical role
 Have NetSuite Certification(Added Advantage) 
..Other preferred skills/knowledge:
 ERP process knowledge
 System integration
 Accounting",Permanent,"{Netsuite,Javascript,Html/Xml,Webservices,""REstful APIS"",SOAP,""WSDL web services""}",PC138515,CICS9111,1.0,3.0,15-30 days,Active,JDND4980,1.0,High,Work from Office,bachelor degree significant experience netsuite application system consulting software vendor previous experience implement netsuite system around record complete program construct destroy completely technical role netsuite advantage preferred skill knowledge erp process knowledge system integration accounting,netsuite javascript html xml web service,bachelor degree significant experience netsuite application system consulting software vendor previous experience implement netsuite system around record complete program construct destroy completely technical role netsuite advantage preferred skill knowledge erp process knowledge system integration accounting netsuite javascript html xml web service
NodeJS developer,developer,600000.0,2000000.0,{Remote},"At least two years' experience as a Node.js developer.
Extensive knowledge of JavaScript, web stacks, libraries, and frameworks.
Writing AWS lambda functions using node.js
Knowledge of front-end technologies such as HTML5 and CSS3.
",Permanent,"{node.js,html,css,AWS}",sG585763,CIMT7642,1.0,5.0,15-30 days,Active,JDND5844,2.0,High,Hybrid,least two year experience developer extensive knowledge javascript web stack library framework write aw lambda function use knowledge front end technology,html css aw,least two year experience developer extensive knowledge javascript web stack library framework write aw lambda function use knowledge front end technology html css aw
NodeJS Developer,SoftwareDeveloper,1200000.0,15000000.0,{hyderabad},"At least two years' experience as a Node.js developer.
Extensive knowledge of JavaScript, web stacks, libraries, and frameworks.
Writing AWS lambda functions using node.js
Knowledge of front-end technologies such as HTML5 and CSS3.
",Permanent,"{html,css,nodejs}",sG585763,CIGT5528,2.0,4.0,Immediate,Active,JDND8101,1.0,High,Work from Office,least two year experience developer extensive knowledge javascript web stack library framework write aw lambda function use knowledge front end technology,html css nodejs,least two year experience developer extensive knowledge javascript web stack library framework write aw lambda function use knowledge front end technology html css nodejs
Node js developer,development,15.0,20.0,"{""Ahmedabad, Hyderabad, Remote (preferable from Pune or Delhi)""}","Developing and maintaining all server-side network components.
Ensuring optimal performance of the central database and responsiveness to front-end requests.
Collaborating with front-end developers on the integration of elements.
Designing customer-facing UI and back-end services for various business processes.
Developing high-performance applications by writing testable, reusable, and efficient code.
Implementing effective security protocols, data protection measures, and storage solutions.
Running diagnostic tests, repairing defects, and providing technical support.
Documenting Node.js processes, including database schemas, as well as preparing reports.
Recommending and implementing improvements to processes and technologies.
Keeping informed of advancements in the field of Node.js development.",Permanent,"{""Node js"",""Type script"",""Mango DB"",AWS,Microservice}",sG585763,CIMY4030,6.0,10.0,15-30 days,Active,JDNJ1082,1.0,Medium,Work from Office,develop maintain server side network component ensure optimal performance central database responsiveness front end request collaborate front end developer integration element design customer face ui back end service various business process develop high performance application write testable reusable efficient code implement effective security protocol datum protection measure storage solution run diagnostic test repair defect provide technical support document process include database schemas well prepare report recommend implement improvement process technology keep inform advancement field development,node microservice,develop maintain server side network component ensure optimal performance central database responsiveness front end request collaborate front end developer integration element design customer face ui back end service various business process develop high performance application write testable reusable efficient code implement effective security protocol datum protection measure storage solution run diagnostic test repair defect provide technical support document process include database schemas well prepare report recommend implement improvement process technology keep inform advancement field development node microservice
Network Operations Center Engineer,Network Operations Center Engi,8.0,12.0,{Gurgaon},"Handle the diagnosis and correction of infrastructure problems.  Troubleshoots network problems in timely manner.  Provide internal analysis and support to ensure proper criticality during outages or periods of degraded system performance.  Participate in the infrastructure design, monitoring and documentation process. Ensure issues are identified, tracked, reported on and resolved in a timely manner.  Provide 24*7 operational support for AMEX data center Network related changes.  Responsible for the quality of work in technical design, implementation, testing and alignment to technical compliance standards.  Provide lead support and direction to the team for the overall health and maintenance of all infrastructure assets  Skills: Needed 4+ years of experience with Routing/Switching, DNS, Load Balancing, Virtualization, Infrastructure operations support.  Hands-on experience on handling large Enterprise Networks and support.  Experienced knowledge on Network Protocols: Static, RIP, ISI",Permanent,"{NOC,Routing,Switching}",PC138515,CIMT7642,4.0,6.0,15-30 days,Active,JDNO9328,1.0,High,Work from Office,handle diagnosis correction infrastructure problem troubleshoot network problem timely manner provide internal analysis support ensure proper criticality outage period degraded system performance participate infrastructure design monitoring documentation process ensure issue identify track report resolve timely manner provide operational support amex data center network relate change responsible quality work technical design implementation testing alignment technical compliance standard provide lead support direction team overall health maintenance infrastructure asset skill need year experience routing switching dns load balancing virtualization infrastructure operation support hand experience handle large enterprise network support experience knowledge network protocol static rip isi,noc routing switch,handle diagnosis correction infrastructure problem troubleshoot network problem timely manner provide internal analysis support ensure proper criticality outage period degraded system performance participate infrastructure design monitoring documentation process ensure issue identify track report resolve timely manner provide operational support amex data center network relate change responsible quality work technical design implementation testing alignment technical compliance standard provide lead support direction team overall health maintenance infrastructure asset skill need year experience routing switching dns load balancing virtualization infrastructure operation support hand experience handle large enterprise network support experience knowledge network protocol static rip isi noc routing switch
