"jobTitle","position","minBudget","maxBudget","travelReq","location","description","attachment","orgId","jobType","skills","recruiter","client","minExp","maxExp","noticePeriod","status","jobId","createDate","vacancies","priority","priceType","workType","comment","subvendorId","Questionnaires","country","department","eligibility","responsibilities"
"Oracle DBA","Developemnt",9,18,False,"{Remote}","  They are responsible for validating and evaluating database and database solutions so that the rest of Amex can use the database in their solutions.","",1,"Contract Hire","{""Oracle DBA""}","sG585763","CIAT7229","5","9","15-30 days","Active","JDOD9260","2023-05-26 06:29:24.947121",1,"Medium","INR","Work from Home","",NULL,NULL,NULL,NULL,NULL,NULL
"Oracle ERP Cloud Analyst - Finance (OTC)","Oracle ERP Cloud Analyst - OTC",1600000,200000,True,"{Bengaluru}","Job Description Experience: 8+ Yrs  Shift Time: 1 PM to 9 PM (But should be flexible stretch if required)  Notice Period: Immediate to Max 15 days  Job Requirement:  •    8 + years’ experience in Oracle EBS/ERP. •    5 + Years functional exp in Oracle ERP Cloud is must with Quote to Cash business Process knowledge. •    5+ Years design, configuration and solution exp in Oracle Cloud modules such as (Subscription Management, Contract, Account Receivables Collections, Customer Master, RMCS)     •    PPM and GL exp highly desired •    Proven experience in designing custom, end-user solutions. •    In addition to technical expertise, a sound understanding of business processes and e2eintegration is a critical skill. •    Strong process improvement skills. •    Strong organizational skills and some project management experience required. •    Motivated self-starter with ability to work independently, adapt to changing priorities, •    Handle multiple assignments. •    Ability to collaborate","",1,"Permanent","{""Oracle EBS"",""Oracle Cloud""}","DB413862","CICS9111","8","9","15-30 days","Active","JDOE8722","2023-05-02 06:56:27.525227",2,"High","INR","Work from Office","Permanent / contract both, wfo and wfh both",NULL,NULL,NULL,NULL,NULL,NULL
"Oracle Fusion Technical Consultant","Oracle Fusion Technical Consultant",0,1300000,False,"{Bangalore}","Hands-on experience in working with BI Publisher custom templates & OTBI Reports development with so","https://storage.googleapis.com/hrm-musquare/jobs/Oracle1645533624",1,"Permanent","{"" Bi Publisher"",OTBI,"" oracle cloud fusion"",""Sandbox "",""Oracle HCM ""}","Achyuth","CICS9111","3","5","15-30 days","Active","JDOF4954","2022-02-22 12:40:25.834424",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Oracle Financial Techno-Functional ","Developemnt",15,30,False,"{Remote}","Responsibilities: • Provide technical and functional support to clients for issues related to month end and other financial issues • Work closely with clients to understand their business processes and provide solutions that meet their needs • Debug and maintain Oracle applications modules, including General Ledger, Accounts Payable, Accounts Receivable, Fixed Assets, etc. • Debug and fix custom reports and interfaces using Oracle tools • Provide data fixes and code fixes as required","",1,"Contract","{""Oracle EBS""}","sG585763","CIMT7642","10","17","Immediate","Active","JDOF8153","2023-04-19 07:15:13.386394",1,"Medium","INR","Work from Home","",NULL,NULL,NULL,NULL,NULL,NULL
"O2C Lead","seniorLead",8,12,False,"{bangalore}","• Multi-faceted experience in (End to End O2C) - Collections (B2C) & (B2B), Cash applications & Customer Master Maintenance (CMM),credit Management ,credit control. 
• Coaching, Training and Guiding new employees in a positive direction to ensure industry success. 
• Expertise in effective management of customer relation operations and ensuring maximum customer satisfaction through providing quality service and ensuring adherence to service quality norms. 
• Experience in end-to-end set up of a process targets, SLA by data analysis with historical data and proposing the derived targets to clients. Operations Management
• Approve request for creation/changes of customer master data. 
• Experience in international debt collection. 
• Manage bad debt write off in accordance with the credit Policy. 
• Follow up with regional collections supervisors & track status of collections. 
• Analyze and review data received from credit agency and financial sttments of new customer toassign credit li","",1,"Permanent","{""SAP,Oracle,SQF,Citrix""}","Achyuth","CICS9111","7","8","0-15 days","Active","JDOL1071","2022-04-19 06:29:10.278311",1,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Operations Manager","Operations Manager",800000,1100000,True,"{Noida}","Job Description Job Title: Operations Manager  Location: Noida (Work from office) Salary: 8-11 LPA max Experience: 7-12 Years Notice Period: Immediate - 30 Days max Interview process: 3 rounds of interviews, 1 telephonic and 2 video interviews  Manadatory skills: Excelent communication skills, Client Management, Team Management   What’s the role? • Are you a pro at organizing and streamlining processes? • Can you multitask like a boss while staying calm and focused? • Do you have an insatiable appetite for learning new technologies, eye for detail and a commitment to delivering highquality, time sensitive work? • As an individual, do you rate yourself as dependable, efficient communicator, organizer and highly adaptable?  Does this sounds like you? Sweet. Read on!  We're an outsourcing company on a mission to revolutionize the way people work, and we're looking for a dynamic, creative and A-list operations manager to join our team. If you're the type of person who thrives in a fast-pac","",1,"Permanent","{""Team Management"",""Project Management"",""Client Interaction""}","DB413862","CIMY4030","7","12","15-30 days","Active","JDOM4007","2023-06-09 09:41:59.835499",2,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"O2C AM/Sr Am","O2C AM/Sr Am",1200000,1500000,True,"{Bengaluru}","JOB DESCRIPTION              Cash forecast and revenue recognition for the period. Follow up with regional collections supervisors & track status of collections. Manage bad debt write off in accordance with the credit Policy. Manage Cash Application and billing error log. Manage cash applications, Collections, Billing and Master records maintenance team. Analyse, Approve and assign credit limit and payment terms to new customer’s accounts. Prepare monthly Accounts Receivable & Credit Management report for all regions and share with regional controllers. Prepare credit backlog report and action plan for sales orders on blocked status. Monitoring on DSO level of the company Monitor Reconciliation of all bank statements with general ledger accounts related to accounts receivables. Revenue Recognition and Reconciliation for respective region. Adhoc tasks as and when required.   MANDATORY SKILLS  Client Servicing :-  Managing customer centric operations & ensuring client satisfaction by ach","",1,"Permanent","{O2C,"" "",""cash applications"",""""}","DB413862","CICS9111","7","9","15-30 days","Active","JDOS2227","2023-01-27 10:50:38.529982",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Oracle SCM Techno Functional","Developemnt",10,12,False,"{Remote}","Responsibilities: • Provide technical and functional support to clients for issues related to SCM issues • Work closely with clients to understand their business processes and provide solutions that meet their needs • Debug and maintain Oracle applications modules, including Inventory, WIP, Order Management, Purchasing, iSupplier & iProcurement • Debug and fix custom reports and interfaces using Oracle tools • Provide data fixes and code fixes as required   Qualifications: • Minimum 10 years of experience working on Oracle Applications specific modules like Inventory, WIP, Order Management, Purchasing, iSupplier & iProcurement • Strong functional background in Oracle SCM • Very Strong technical skills in PL/SQL, OAF, Workflow, Forms & Reports • Experience in providing data fixes and code fixes • Excellent communication and interpersonal skills, with the ability to work collaboratively with clients and team members  Desired Qualifications: • Experience working with Oracle EBS R11 ","",1,"Contract","{""Oracle SCM""}","sG585763","CIMT7642","9","14","Immediate","Active","JDOS4834","2023-04-21 06:36:56.76463",1,"High","Dollar/USD","Work from Home","",NULL,NULL,NULL,NULL,NULL,NULL
"Process associate","Process associate",2,4,False,"{wwqihqf}","Job Details: 1) Oracle RAC/ASM installation , Configuration and troubleshooting (RAC experience is a must for at least 2+ years) 2) Oracle RDBMS installation and Upgrades 3) Experience on 12c,19c 4) Oracle DB backups (RMAN, hot backups , cold backups) 5) Database Refresh 6) Data pump( export/import) 7) Tablespace Management 8) User Management 9) DB Locks and Session Management 10) TKPROF,AWR,ASH,SQL PLAN and SQL Profiles etc 11) OEM 12) Shell Scripting 13) Experience in Oracle Database in Windows Environment is added bonus","",1,"Permanent","{""Oracle DBA"","" ""}","VV410384","CIMT7642","0","2","15-30 days","Active","JDPA2186","2023-03-02 11:53:36.640898",3,"High","INR","Work from Home","",NULL,NULL,NULL,NULL,NULL,NULL
"Process associate","Process associate",NULL,NULL,True,"{Hywjhva}","wagwagage","",1,"Contract","{sfsagfagas,asvsadgsag}","VV410384","CIDS9211","2","5","Immediate","Active","JDPA2263","2023-02-06 14:14:50.368571",10,"Low","INR","Work from Home","",NULL,NULL,NULL,NULL,NULL,NULL
"Process Associate Payroll Associate","PApayrollassociate",400000,600000,True,"{bangalore}","Basic payroll knowledge on APAC,EMEA countries.
• Demonstrated ability to understand internal controls with a strong focus on attention to detail.
• Experience managing a third-party payroll vendor.
• Experience of dealing with key stakeholders (HR, IT, Finance)
• Significant progressively responsible experience in a similar role within a fast-paced environment
• A sense of urgency in solving inquiries and requests to ensure timely resolution and an ability to work effectively under pressure.
• Excellent analytical and problem solving with confidence to make decisions and manage escalations• Must be highly engaging, confident communicator and detail orientated.
• Experience on ADP SPM, ADP workforce and Ceridian Dayforce
• B. Com / M.Com with 1-3 years relevant experience.
• Strong verbal and written communication skill.
• Team player and ability to work with strict timeline.
• Flexible to work in US shifts.
• Good in Microsoft Office.","/jobs/Payrol_1660822576.pdf",1,"Permanent","{EMEA,""APAC payroll"",ADp,""Ceridian Dayforce"",""Microsoft Office""}","Pavithra","CICS9111","1","3","0-15 days","Active","JDPA2423","2022-08-18 11:36:18.464004",3,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Process Associate DataAnalyst","DataAnalyst",200000,600000,True,"{Bengaluru}","Responsibilities 
 
Interpret clients’ contractual pricing terms and benefit plan details and model these terms using logic rules in the claims review system.
Analyze system results for pricing and contract adherence. This includes verifying prescription drug discounts and completing end-of-year reconciliations when discrepancies are identified.
Generate reports containing findings from claims analysis and contract compliance review.
Produce ad-hoc analyses to support internal and customer requests for data modeling utilizing Excel and business intelligence tools.
Communicate with third parties to understand contract terms and provide performance status updates.
Communicate findings and provide subject matter expertise to pharmacy benefit consultants and internal partners.
Partner with business and technical colleagues to monitor, analyze, and implement product enhancements.
Manage delivery deadlines and schedules.
Basic SQL knowledge is mandate

Qualifications
Bachelor's degree with relevant analytical coursework (statistics, computer science, finance, economics, math, health sciences, or similar)
1-2 years of related work experience. Experience with healthcare data, particularly pharmacy claims, a plus
SQL query writing is mandate
Advanced Excel skills is a plus
Experience reporting on analytic results and presenting findings to non-technical audiences
Ability to apply logical reasoning and critical thinking skills to contract interpretation, data transformation, and problem solving
Strong written and verbal communication skills
Fluency in English
Demonstrated project planning/time management ability and experience managing multiple priorities at once


","",1,"Permanent","{SQL,"" Advanced Excel""}","DB413862","CICS9111","1","3","0-15 days","Active","JDPA3810","2023-01-17 05:31:56.2036",2,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Process Associate Vendor management","Process Associate",600000,100000,True,"{bangalore}","  Excellent analytical skills with the ability to evaluate contracts and prepare reports. 

•    Proficient with Microsoft applications and good knowledge of excel (advanced excel).

•    Outstanding interpersonal and communication skills

•    Familiarity with recruiting and performance evaluation processes

•    Should have exposure in managing team.

•    Ability to take initiative, meet tight deadlines, and prioritize workload

.    From Healthcare domain ONLY

•    Should be fine working in US shifts.","",1,"Permanent","{Excel}","sarojini","CICS9111","3","5","0-15 days","Active","JDPA4775","2022-07-18 05:09:35.158658",3,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Peoplesoft Administrator","PeoplesoftAdministrator",2,4,True,"{bangalore}","Assist Application Developers with performance tuning of SQL, queries and database objects.
Provide 24x7 problem management support when needed.
Responsible to handling team escalations- create bridge to discuss priority tasks.
Troubleshoot basic to complex problems taking full ownership of problem until resolved
Demonstrate active participation in supporting project activities.
Resolve technical application-level problems, on site and remotely with minimal supervision.
Good grip on performance tuning.
","https://storage.googleapis.com/hrm-musquare/jobs/People1648018149",1,"Permanent","{Peoplesoft,""oracle DBA"",activio,typewriting}","Venkata Sai Rohith","CICS9111","2","8","0-15 days","Active","JDPA7836","2022-03-23 06:49:10.288272",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Procurement Analyst","Procurement Analyst",800000,1200000,True,"{""Bangalore Urban""}","Work location: Prathik Tech Park, Electronic City Ph-1, Bengaluru, Karnataka.

Shift timings: 3PM to 12 AM

Total experience required: 4 years


JD:
Ensuring compliance with all related laws and regulations
Analyzing and evaluating supplier performance
Managing daily, monthly and quarterly reports
Managing and maintaining contracts with vendors
Coordinating with other departments
Pricing analysis on purchase order
Validating the purchase order
Coordinating with the buyers on the purchase level agreement

Looking for Minimum of a Bachelor’s Degree in Business Administration or related field
Minimum of 4 years of experience in procurement
Strong understanding of business processes
Excellent verbal and written communication skills
Strong interpersonal skills
Highly developed attention to detail
Strong excel / analytical skills
Ability to work in a team environment.
Ability to work in a fast-paced environment.

Skills
PROCUREMENT",NULL,1,"Permanent","{PROCUREMENT}","DB413862","CICS9111","4","8","15-30 days","active","JDPA8040","2023-09-28 11:57:41.307308",1,"Medium","INR","Work from Office",NULL,NULL,NULL,"IN",NULL,NULL,NULL
"Power BI Developer - Excellerate","Power BI Developer - Excellerate",12,16,False,"{Hyderabad}","Power BI development and administration.Ability to write SQL queries against Snowflake/Oracle/MS SQL.Ability to gather and develop ETL pipelines in and out of data warehouse objects.Should have knowledge and experience in prototyping, designing, and requirement analysis.Should have knowledge and skills for secondary tools such as Microsoft Azure, SQL data warehouse, R, Oracle data warehouse etc.Building Analysis Services reporting models.Developing visual reports, dashboards and KPI scorecards using Power BI desktop.Connecting to data sources, importing data, and transforming data for Business Intelligence. Excellent in analytical thinking for translating data into informative visuals and reports. Able to implement row level security on data and understand application security layer models in Power BI.Proficient in making DAX queries in Power BI desktop.Expertise in using advance level calculations on the data set.Responsible for design methodology and project documentation.","",1,"Permanent","{""BI development Data warehousing concepts Data integration tools MS office tools Tableau Qlik SQL""}","PC138515","CIGT5528","6","8","15-30 days","Active","JDPB5016","2023-01-17 11:55:39.422106",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Python developer","pythondeveloper",6,15,False,"{Remote}","Coordinating with development teams to determine application requirements.
Writing scalable code using Python programming language.
Testing and debugging applications.
Developing back-end components.
Integrating user-facing elements using server-side logic.
Assessing and prioritizing client feature requests.
Integrating data storage solutions.
Coordinating with front-end developers.
Reprogramming existing databases to improve functionality.
Developing digital tools to monitor online traffic.","",1,"Permanent","{html,css,python,javascript}","Venkata Sai Rohith","CIAS8119","2","5","0-15 days","Active","JDPD2174","2022-04-28 06:28:11.521582",1,"High","INR","Work from Home",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Peoplesoft Developer","Developemnt",10,15,False,"{Remote}","Must have exp in integration broker","",1,"Contract Hire","{Peoplesoft}","sG585763","CIMT7642","4","6","0-15 days","Active","JDPD2264","2023-05-16 06:54:04.082079",1,"Medium","INR","Work from Home","",NULL,NULL,NULL,NULL,NULL,NULL
"Payroll Lead - APAC EMEA and North America","Payroll Lead",800000,1200000,True,"{Bengaluru}","Mandates :   •Strong history of payroll coordination across multiple international countries including APAC,EMEA and North America  •Experience of working with projects, making process improvements or new vendor implementations would be advantageous.  •Experience managing a third-party payroll vendor.  •Experience of dealing with key stakeholders (HR, IT, Finance)  •Significant progressively responsible experience in a similar role within a fast-paced environment  •Excellent analytical and problem solving with confidence to make decisions and manage escalations  •Must be highly engaging, confident communicator and detail orientated.  •Experience on ADP SPM, ADP workforce and Ceridian Dayforce   •B. Com / M.Com with 4-6 years relevant experience.  •Strong verbal and written communication skill.  •Team player and ability to work with strict timeline.  •Flexible to work in US shifts.  •Good in Microsoft Office.  •Ability to take ownership of the work.  •Ability to manage the stakeholders ","/jobs/Job_De_1676012828.docx",1,"Permanent","{payroll}","DB413862","CICS9111","4","6","15-30 days","Active","JDPL2439","2023-02-10 07:07:08.592461",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Product Manager ","Product Manager ",10,15,True,"{Bangalore}"," Help in developing and implementing product vision and strategy.
 Meet regularly with key customer facing teams to collect and analyse user
feedback to shape new product ideas and user requirements.
 Understand various data points available in the data warehouse and also from
external source and be able to bring insights by collating multiple data points
 Implements usage tracking and analyze patterns to validate new feature
requirement.
 Have strong solution skills in translating customer needs to product
functionalities.
 Work with leadership team in planning the product roadmap.
 Convert ideas to prototypes and demonstrate them to the key partners.
 Coordinate with engineering team to plan and deliver features on time.
 Represent company in product or domain specific conferences and events.
 Stay on top of the market and competitions.
 Act like an owner for the success of your product.","https://storage.googleapis.com/hrm-musquare/jobs/produc1644222310",1,"Permanent","{""product management""}","Achyuth","CISM6111","3","5","15-30 days","Active","JDPM2259","2022-02-17 06:09:20.180967",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Project Manager Salesforce CPQ","Project Manager Salesforce CPQ",25000000,30000000,False,"{Abhaneri}","Job Description
Manadatory Skills: Salesforce CPQ, Qoute to cash, order mangement, PM Techniques
Total and Relevant year of experience: 5 Years min
Salary:  25-30 LPA
Notice Period: Immediate - 30 Days
Location ( WFH/WFO): Remote
Interview process ( Virtual/ On-Site ): Virtual


Responsibilities:- 
Create and manage project plans; monitor and review project progress and timelines; adjust schedules and plans as needed; and identify and resolve issues to ensure project success.
Ensure on-time delivery of projects, while also ensuring that project gates and governance are properly adhered to during the execution of the project.
Manage day-to-day execution of project implementations. Assist with the planning, tracking, documentation and status updates for the project.
Able to manage one or two large projects or a couple of smalls to medium sized interrelated projects requiring complex cross-functional collaboration and management at the program level.
Exercise solid project leadership skills combined with strong business acumen and in-depth analytical skills.
Facilitate requirements gathering and assist with the creation of project deliverables, as needed.
Facilitate and own the creation of Salesforce design documents for complex projects, by interfacing with Salesforce Product Managers, Technical Architects and Developers, as needed.
Adopt a standardized development lifecycle methodology for all projects.
Facilitate review sessions with the Business and IT cross functional team.
Participate in end to end implementation planning including project management, issue management, communication and change management.
Manage UAT with end users including coordination and user acceptance sign-off.

Skills Required:-
5+ years experience in Project Management or Scrum Master Role for Salesforce platform implementation.
Demonstrated project leadership skills, with direct responsibility for managing project teams and schedule.
5+ years in Sales Operations, Business Operations or IT. Deep understanding of the Quote-to-cash business process and supporting technologies is a must.
5+ years of Salesforce and Salesforce CPQ experience is required
5+ years of defining CPQ strategy and road-map. Hands-on experience in developing systems requirements, testing, training and defining support procedures
Experience managing at least 3 business transformation projects and experience in multiple full-lifecycle CPQ projects is required
Strong technical and non-technical project management skills, creative thinking and analytical ability
Must be customer-centric and have the interpersonal skills necessary to manage business and technology relationships
Ability to concurrently lead multiple projects and teams.
Excels at cross-functional collaboration at all levels.
Strong oral and written communication skills, including presentation skills
Ability to communicate with technical and non-technical parties.
Motivated self-starter who thrives on working in a complex and challenging environment
Demonstrated negotiation, conflict management and leadership skills.
Demonstrated project management skills with teams of up to 10+ people.
Outstanding and effective interpersonal skills; along with strong communication skills both verbal and written.
Ability to weigh business and technical requirements to produce project plans and estimates.
Ability to lead both small and enterprise-wide engagements, facilitate meetings, mentoring teams of junior team members and effectively managing client escalations.
Manage and communicate with remote developers during non-traditional business hours.
Ability to work effectively in a fast paced, high energy, team-oriented environment.
Ability to multi-task and perform effectively under pressure.",NULL,1,"Permanent","{""Salesforce CPQ"",""Qoute to cash"",""order mangement"",""PM Techniques""}","DB413862","CIMY4030","5","8","15-30 days","active","JDPM2480","2023-09-01 05:57:28.541359",2,"High","INR","Work from Home",NULL,NULL,NULL,"IN",NULL,NULL,NULL
"Project Manager Lead Frontend Developer","ProjectManagerFrontEnd",1800000,2000000,False,"{HyderabadVijayawada}","Bachelor’s degree.Leading software design/code reviews to ensure quality and adherence to company standards.Ensure the technical feasibility of UI/UX designs.Work with Project Managers, developers and QA and deliver software as per business requirements.
Analyze and understand business requirements and prepare detailed design for Frontend
Implementation of security and data protection
Follow development process and practices
Collaborate with team to deploy and continuously improve our solutions. Maintaining the product backlog together with the Project Manager
Write reusable, testable, and efficient code 
Solve non-trivial coding and architecture problems with simple and innovative solutions.Conduct technical interviews for potential new front end development hires.
Minimum 2+ years’ experience as a Full Stack Developer.Should have leadership consistencies like risk and time management,critical thinking,strong communication etc.Experience with a CI/CD pipeline and deploying solutions ","",1,"Permanent","{""Javascript frameworks"",""Restful APIS"",Nodejs,AWS,""Java fullstack"",reactjs}","Pavithra","CIET8976","3","6","Immediate","Active","JDPM5823","2022-08-05 08:18:17.480887",1,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Project Manager","development",8,10,False,"{Mumbai}","Key Focus Areas:
Ability to understand the workflows of Supply Chain & Logistics Processes.
Excellent & Honed knowledge of Microsoft Power-point and Microsoft Excel.
Outgoing and convincing capabilities
Account Management of Key customers and regular visits to them.
Good Time Management Skills and Team Grooming Skills.
Regular Feedback to product team on the new requirements of customers.
Problem Solving skills and good analytical skills
Working knowledge of the Microsoft Excel with command on Macros and Pivot creations","",1,"Permanent","{SCM,""Project Management""}","sG585763","CIMY4030","8","10","15-30 days","Active","JDPM5923","2023-04-11 13:54:52.527449",1,"Medium","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Product Manager and Associate Product Manager","Product Manager and Associate Product Manager",1400000,2200000,True,"{Bangalore}","Classification: All - Finance / Accounts / Investment Banking

Skills Required: Software as a Service (SaaS),Business to Business (B2B) Sales,Product Management,Android Software Development Kit (SDK),iOS SDK,Systems Development Life Cycle (SDLC),WebAPI,Windows Programming / API,SQL API

Job Description
Experience: 4-6 Years
Relevant Experience: Min. 1 year employment experience in product management for Associate Product Manager (APM). Min. 3 years employment experience in product management for Product Manager (PM).
Salary: 14LPA-22LPA
Location: Bangalore ( Work from office )
Notice period: Immediate: 30 days max
Interview process: 4 to 5 rounds of interview, First 3 - 4 rounds virtual. Final round will be face to face.


Position Overview:
As an Associate Product Manager / Product Manager, you will play a pivotal role in shaping the direction
of our products, driving their development, and ensuring their success in the market. You will work closely
with cross-functional teams, including engineering, design, customer success, business analysts and sales,
to define and execute product strategies that align with our business goals. The ideal candidate will possess
a unique blend of technical expertise, startup experience, and a strong drive to make an impact.

Responsibilities:

Develop a deep understanding of customer needs, market trends, and competitive landscape to identify new product opportunities and drive innovation.
Collaborate with stakeholders to define product vision, strategy, and roadmap, taking into account business goals, user feedback, and technical feasibility.
Translate product requirements into clear and actionable user stories, specifications, and functional requirements for the engineering team.
Work closely with the engineering and business team to prioritize features, track progress, and ensure timely delivery of high-quality products.
Conduct market research and competitive analysis to identify market gaps, evaluate product positioning, and make data-driven recommendations.
Collaborate with design teams to create intuitive and user-centric product experiences that delight our customers.
Define and analyze key product metrics to measure success, identify areas for improvement, and drive data-informed product decisions.
Collaborate with technical writers to ensure the documentation of the product is up-to-date.
Act as a subject matter expert and provide guidance to the customer support and sales teams regarding product features, functionality, and use cases.
Stay up-to-date with industry trends, emerging technologies, and best practices in product management, and contribute to a culture of continuous learning and improvement within the organization.
Requirements:

Min. 1 year employment experience in product management for Associate Product Manager (APM). Min. 3 years employment experience in product management for Product Manager (PM).
No freshers are eligible for this role.
APM or PM role/designation would be decided only after completion of interview rounds depending on the candidate’s performance during the interview rounds.
Throughout experience should be in product management only. Preference will be given to candidates with B2B SaaS (Business to Business Software as a Service), Marketing Automation,
Integrations, CDP (Customer Data Platform), etc. experience. Candidates from startup or high- growth environment would be preferred.
Prior experience in building marketing technology products is a plus.
Strong technical background with a solid understanding of APIs, SDKs and SDLC processes.
Demonstrated ability to take ownership of products, drive initiatives, and deliver results in a fast- paced and dynamic environment.
Proven track record of successfully launching and managing products throughout their lifecycle.
Excellent problem-solving and analytical skills, with a data-driven and detail-oriented approach.
Exceptional communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams.
Self-motivated and proactive, with a strong sense of urgency and the ability to thrive in a rapidly changing environment.
Passion for technology, startups, and creating innovative solutions that solve real-world problems.
Bachelor's degree in a relevant field (Computer Science, Engineering, Business, or equivalent). An MBA or other relevant postgraduate degree is a plus.
Reporting:
The Product team is led by Senior Product Manager. The selected candidate would report to Senior Product Manager.",NULL,1,"Permanent","{""Software as a Service"",""Business to Business"",""Product Management"",""Android Software Development Kit""}","DB413862","CIMY4030","4","6","15-30 days","active","JDPM8306","2023-07-26 04:37:03.026776",1,"Low","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Postgres SQL","Database",5,15,False,"{Remote}","They are responsible for validating and evaluating database and database solutions so that the rest of Amex can use the database in their solutions.  ","",1,"Contract Hire","{""Postgres SQL""}","sG585763","CIAT7229","4","8","0-15 days","Active","JDPS6286","2023-05-25 06:16:21.436064",1,"Medium","INR","Work from Home","",NULL,NULL,NULL,NULL,NULL,NULL
"Peoplesoft technical","Peoplesofttechnical",400000,700000,True,"{bangalore}","Experience 3 to 5 years relevant experience in PeopleSoft
Should have good knowledge on various PeopleTool Objects Components, Pages, Application Engine, SQR, Component Interface.
Should be able to create PS Query, SQR reports
Should have knowledge on Financials modules in Billing, AP and GL.
Should be able to write SQL scripts for data migration and data correction","",1,"Permanent","{""Peoplesoft financial"",""Peopelsoft tools"",SQL}","Pavithra","CICS9111","3","5","Immediate","Active","JDPT5379","2022-09-06 11:19:54.709677",1,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Performance Test Consultant","TestConsultant",12,15,False,"{Remote}","Proficiency in Test planning, Test Scheduling, Test Scripting, Test Strategy Documentation, Test Plan Documentation, Test Closure Documentation, Test Execution, Test Reporting, and Test Management.
Proficient in Functional Testing, Automation Testing, Content Management testing, GUI Testing, Regression Testing, UAT, Testing Process, Testing Techniques.
Proficiency in Waterfall, Agile, Scrum, and Lean SDLC methodologies
Experience in Performance Testing using Rational Performance Tester, Load Runner (HTTP/Web, SAP GUI, SAP Web, Siebel-Web, Web Custom, Citrix, Oracle NCA protocols), Performance Centre.
Experience in working with applications like SCADA, Web Applications, etc.
Experience in working in the AWS / Azure environment and with cybersecurity tools frameworks preferred.
Actively involved in the complete SDLC, including design, development, analysis, functional testing, non-functional testing, implementation, and handover.
**Singapore Wrk timings 8hrs/day","",1,"Contract Hire","{""Load runner"",""Sap protocol"",""Web http/web html""}","Achyuth","CIDS9211","7","8","0-15 days","Active","JDPT6029","2022-05-27 16:44:48.517685",1,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Performance Test Engineer - Excellerate","Performance Test Engineer - Excellerate",10,25,False,"{Hyderabad}","PE Tools specialization – HP LoadRunner, JMeter","",1,"Permanent","{""Performance Test"","" Performance testing tool""}","PC138515","CIGT5528","5","8","15-30 days","Active","JDPT9771","2023-01-17 11:43:34.518197",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"QA Automation","QA Automation",8,11,False,"{Hyderabad}","Should have around 4 to 6 years of extensive QA Automation experience with a mindset of shift left. 
Must has good coding experience in Java (Core Java), very well versed OOPS Concepts.
Must has good experience working in Selenium, Rest Assured and Cucumber in Java.
Must has experience working on Automation framework development specially POM from
scratch using open source automation tools like Selenium.
Must have experience working on performance engineering using JMeter.
Must has very good knowledge in automation maturity and QA Methodologies.
Good experience and knowledge on Webservices fundamentals, database etc.
Should have good experience working with CI/CD
Good team player and excellent communication skills.","",1,"Contract","{""QA Automation"",""Core Java"",Selenium,Cucumber,JMeter,CI/CD}","PC138515","CIGT5528","4","6","15-30 days","Active","JDQA2045","2022-11-15 12:21:33.792163",1,"Medium","INR","Work from Home","",NULL,NULL,NULL,NULL,NULL,NULL
"QA Automation Engineer","QA Automation Engineer",800000,1200000,False,"{Hyderabad}","Looking for a Remote QA automation engineer who must have excellent knowledge of Java development. The project is about the QA testing tool so the resource has to deploy or implement features and test the tool when required by automation. We need Resources who can do development in Java if needed. The resource must be working experience with CD/CI. The resource must have QA automation knowledge using Selenium and other tools like Cucumber and others. Good Database knowlwdge.",NULL,1,"Permanent","{""QA automation "",Java}","PC138515","CIMT7642","4","6","15-30 days","active","JDQA2737","2023-08-10 07:12:54.684693",1,"High","INR","Work from Home",NULL,NULL,NULL,NULL,NULL,NULL,NULL
